id,channel_id,counter_edge_id,from_node_id,to_node_id,balance,fee_base,fee_proportional,min_htlc,timelock,is_closed,tot_flows
33113,16556,33112,1980,184,24763431,1000,1,1000,40,0,0
33114,16557,33115,3750,70,3474375,1000,1,1000,40,0,0
33115,16557,33114,70,3750,46525625,1000,1,1,40,0,0
33116,16558,33117,1475,3743,217188815,1,1,1000,144,0,0
33117,16558,33116,3743,1475,4782811185,1000,487,1000,40,0,0
33118,16559,33119,3757,8,2029877,1000,1,1000,40,0,0
33119,16559,33118,8,3757,82978123,200,1,1000,40,0,4
33120,16560,33121,619,340,3734834,1000,1,1,40,0,0
33121,16560,33120,340,619,79553166,1,1,1000,144,0,0
33122,16561,33123,476,3758,414221,5000,500,1000,40,0,2
33123,16561,33122,3758,476,64217779,1000,1,10000,40,0,2
33124,16562,33125,1473,619,8359828,1,1,1000,144,0,0
33125,16562,33124,619,1473,80089172,1000,1,1,40,0,0
33126,16563,33127,77,3759,285667605,1000,1700,1,30,0,1
33127,16563,33126,3759,77,4714332395,1000,1,1000,40,0,0
33128,16564,33129,177,3759,172304014,1000,100,1,144,0,0
33129,16564,33128,3759,177,3327695986,1000,1,1000,40,0,0
33130,16565,33131,468,3759,298646342,1000,1,1000,40,0,1
33131,16565,33130,3759,468,3201353658,1000,1,1000,40,0,0
33132,16566,33133,2651,2944,83317942,250,10,1000,40,0,0
33133,16566,33132,2944,2651,793122058,1000,1,1000,40,0,0
33134,16567,33135,440,3661,24744901,1000,1,1000,40,0,0
33135,16567,33134,3661,440,530810099,1000,1,1000,40,0,0
33136,16568,33137,326,3610,273831172,1,1,1000,144,0,0
33137,16568,33136,3610,326,9726168828,1000,1,1000,40,0,0
33138,16569,33139,2245,3760,8800206,1000,1,1000,40,0,1
33139,16569,33138,3760,2245,91199794,1000,1,1000,40,0,1
33140,16570,33141,3761,513,46751010,1000,1,1000,40,0,3
33141,16570,33140,513,3761,885861990,10000,5000,1000,40,0,2
33142,16571,33143,476,3753,1671272,5000,500,1000,40,0,0
33143,16571,33142,3753,476,48328728,1000,1,10000,40,0,0
33144,16572,33145,2500,3743,1413586636,1000,1,1,40,0,0
33145,16572,33144,3743,2500,15363474364,1000,487,1000,40,0,0
33146,16573,33147,3762,3743,848795061,1000,1,1000,40,0,3
33147,16573,33146,3743,3762,15921204939,1000,487,1000,40,0,0
33148,16574,33149,1088,3743,411086835,1000,1,1000,40,0,0
33149,16574,33148,3743,1088,16365913165,1000,487,1000,40,0,0
33150,16575,33151,3743,3164,272288665,1000,487,1000,40,0,0
33151,16575,33150,3164,3743,16504711335,5000,1000,1000,200,0,0
33152,16576,33153,3743,2936,922143039,1000,487,1000,40,0,0
33153,16576,33152,2936,3743,15854856961,1000,1000,1000,40,0,0
33154,16577,33155,70,3743,1035620248,1000,1,1,40,0,0
33155,16577,33154,3743,70,15741379752,1000,487,1000,40,0,0
33156,16578,33157,177,3743,1560213513,1000,100,1,144,0,0
33157,16578,33156,3743,177,15216786487,1000,487,1000,40,0,0
33158,16579,33159,46,3743,123963209,1000,1,1,40,0,2
33159,16579,33158,3743,46,16653036791,1000,487,1000,40,0,1
33160,16580,33161,1777,3743,64059460,1000,100,1000,40,0,0
33161,16580,33160,3743,1777,16712940540,1000,487,1000,40,0,0
33162,16581,33163,77,3743,595747061,1000,1700,1,30,0,0
33163,16581,33162,3743,77,16181252939,1000,487,1000,40,0,0
33164,16582,33165,219,3743,117372255,2000,100,1000,200,0,0
33165,16582,33164,3743,219,16659627745,1000,487,1000,40,0,0
33166,16583,33167,58,3743,789866870,1000,1,1000,40,0,0
33167,16583,33166,3743,58,15987133130,1000,487,1000,40,0,0
33168,16584,33169,282,3743,516948502,10,20,1000,40,0,0
33169,16584,33168,3743,282,16260051498,1000,487,1000,40,0,0
33170,16585,33171,2398,3743,1570941318,1000,1,1,40,0,0
33171,16585,33170,3743,2398,15206058682,1000,487,1000,40,0,0
33172,16586,33173,3763,151,25296877,1000,1,1000,40,0,0
33173,16586,33172,151,3763,474703123,2,0,1,144,0,0
33174,16587,33175,1475,3743,607244077,1,1,1000,144,0,0
33175,16587,33174,3743,1475,9392755923,1000,487,1000,40,0,0
33176,16588,33177,2761,3753,1894307,1000,1,1,40,0,0
33177,16588,33176,3753,2761,48105693,1000,1,1000,40,0,0
33178,16589,33179,1088,1436,597368173,1000,1,1000,40,0,0
33179,16589,33178,1436,1088,15402631827,1000,2500,1000,40,0,0
33180,16590,33181,160,3482,467871963,490,10,1,14,0,0
33181,16590,33180,3482,160,4532128037,1000,35,1000,40,0,0
33182,16591,33183,2398,3449,394160357,1000,1,1,40,0,0
33183,16591,33182,3449,2398,4605839643,1000,35,1000,40,0,0
33184,16592,33185,3115,906,899680454,1000,1,1000,40,0,0
33185,16592,33184,906,3115,9293319546,1000,10,1000,40,0,0
33186,16593,33187,3754,2,51036994,100000,10,1000,40,0,1
33187,16593,33186,2,3754,548963006,0,1000,1000,18,0,0
33188,16594,33189,3556,3334,48679622,1000,20,1000,40,0,0
33189,16594,33188,3334,3556,451320378,1000,450,1000,40,0,0
33190,16595,33191,2197,130,161252920,1000,250,1000,144,0,1
33191,16595,33190,130,2197,1838747080,1,1,1000,40,0,2
33192,16596,33193,334,177,898766488,1,1,1000,144,0,0
33193,16596,33192,177,334,15878448512,1000,750,1,144,0,0
33194,16597,33195,177,3164,6158389704,1000,100,1,144,0,0
33195,16597,33194,3164,177,93841610296,5000,1000,1000,200,0,0
33196,16598,33197,227,86,31369244,0,0,1000,29,0,0
33197,16598,33196,86,227,4018630756,20,4,1000,40,0,0
33198,16599,33199,46,3269,1465837860,1000,1,1,40,0,0
33199,16599,33198,3269,46,15311162140,1000,1,1000,40,0,0
33200,16600,33201,3764,3164,219888693,1000,1,1000,40,0,1
33201,16600,33200,3164,3764,4440111307,5000,1000,1000,200,0,5
33202,16601,33203,410,3741,1198195577,199,199,1,40,0,1
33203,16601,33202,3741,410,11056586423,500,1,1000,40,0,1
33204,16602,33205,3741,151,30245927,500,1,1000,40,0,0
33205,16602,33204,151,3741,469754073,2,0,1,144,0,0
33206,16603,33207,468,2488,495126280,1000,1,1000,40,0,0
33207,16603,33206,2488,468,5727219720,1000,10,1,34,0,0
33208,16604,33209,3534,3765,631417,1000,1,1000,40,0,0
33209,16604,33208,3765,3534,50368583,1000,1,1000,40,0,0
33210,16605,33211,1980,3766,1228346,1000,1,1,40,0,0
33211,16605,33210,3766,1980,66890654,1000,1,1000,40,0,1
33212,16606,33213,1259,77,39657396,1000,1,1000,40,0,0
33213,16606,33212,77,1259,525974604,1000,1700,1000,30,0,0
33214,16607,33215,220,2944,10394841,500,10,1000,30,0,0
33215,16607,33214,2944,220,1310158159,1000,1,1000,40,0,0
33216,16608,33217,3015,3637,452169135,1000,100,1000,40,0,0
33217,16608,33216,3637,3015,4547830865,500,10,1000,40,0,0
33218,16609,33219,3754,513,4177795,100000,10,1000,40,0,1
33219,16609,33218,513,3754,995822205,10000,5000,1000,40,0,0
33220,16610,33221,1115,3597,9438317,1,1,1,10,0,1
33221,16610,33220,3597,1115,90561683,1,1,10000,40,0,0
33222,16611,33223,1607,1544,9063645,1000,1,1000,40,0,0
33223,16611,33222,1544,1607,90936355,1000,1,1000,40,0,0
33224,16612,33225,263,660,423931594,1000,1,1000,40,0,0
33225,16612,33224,660,263,4576068406,5000,500,1000,40,0,0
33226,16613,33227,2427,263,875155406,2000,2000,1000,40,0,0
33227,16613,33226,263,2427,15901844594,1000,1,1000,40,0,0
33228,16614,33229,2427,2520,595124735,2000,2000,1000,40,0,0
33229,16614,33228,2520,2427,16182090265,1000,1,1000,40,0,0
33230,16615,33231,2427,77,34927500,2000,2000,1000,40,0,0
33231,16615,33230,77,2427,1642772500,1000,1700,1,30,0,0
33232,16616,33233,3726,345,2667915,0,0,1000,40,0,0
33233,16616,33232,345,3726,28785085,1,1,1000,144,0,0
33234,16617,33235,3610,2348,449833021,1000,1,1000,40,0,0
33235,16617,33234,2348,3610,4540166979,1000,100,1000,40,0,0
33236,16618,33237,2427,400,714260373,2000,2000,1000,40,0,0
33237,16618,33236,400,2427,9285739627,1000,1,1000,40,0,0
33238,16619,33239,3726,1475,980371,0,0,1000,40,0,0
33239,16619,33238,1475,3726,30471629,1,1,1000,144,0,0
33240,16620,33241,698,3726,463969,198,100,1000,30,0,0
33241,16620,33240,3726,698,30988031,0,0,1000,40,0,0
33242,16621,33243,3726,340,1015584,0,0,1000,40,0,0
33243,16621,33242,340,3726,28975416,1,1,1000,144,0,0
33244,16622,33245,3726,1940,277470,0,0,1000,40,0,0
33245,16622,33244,1940,3726,29713530,1000,100,1000,40,0,0
33246,16623,33247,3726,212,2193552,0,0,1000,40,0,0
33247,16623,33246,212,3726,28404448,1000,1,1,40,0,0
33248,16624,33249,3726,384,425050,0,0,1000,40,0,0
33249,16624,33248,384,3726,30554950,1000,1,1000,40,0,0
33250,16625,33251,3726,370,1008218,0,0,1000,40,0,0
33251,16625,33250,370,3726,29971782,1000,1,1,40,0,0
33252,16626,33253,3726,115,1839550,0,0,1000,40,0,0
33253,16626,33252,115,3726,29140450,450,1,1000,40,0,1
33254,16627,33255,869,2944,1495889,1000,1,1000,40,0,0
33255,16627,33254,2944,869,1422091111,1000,1,1000,40,0,0
33256,16628,33257,2427,177,1244842844,2000,2000,1000,40,0,0
33257,16628,33256,177,2427,15532372156,1000,100,1,144,0,0
33258,16629,33259,3726,2841,1626467,0,0,1000,40,0,0
33259,16629,33258,2841,3726,29351533,1000,1,1000,40,0,0
33260,16630,33261,1438,2944,764031,1000,1,1,40,0,0
33261,16630,33260,2944,1438,953908969,1000,1,1000,40,0,0
33262,16631,33263,3726,879,2097657,0,0,1000,40,0,0
33263,16631,33262,879,3726,30209343,1000,1,1000,40,0,0
33264,16632,33265,2427,282,406482899,2000,2000,1000,40,0,0
33265,16632,33264,282,2427,4593517101,10,20,1000,40,0,1
33266,16633,33267,2427,1777,358139373,2000,2000,1000,40,0,0
33267,16633,33266,1777,2427,16419075627,1000,100,1000,40,0,0
33268,16634,33269,3726,1971,1216953,0,0,1000,40,0,0
33269,16634,33268,1971,3726,21973047,448,10,1000,144,0,0
33270,16635,33271,3726,2650,780320,0,0,1000,40,0,2
33271,16635,33270,2650,3726,31526680,1000,1,1000,40,0,0
33272,16636,33273,3726,2942,2337561,0,0,1000,40,0,1
33273,16636,33272,2942,3726,27652439,1000,1,1000,40,0,0
33274,16637,33275,3726,3419,882829,0,0,1000,40,0,0
33275,16637,33274,3419,3726,29107171,1000,1,1000,40,0,0
33276,16638,33277,3726,1080,2764002,0,0,1000,40,0,0
33277,16638,33276,1080,3726,27224998,1000,1,1000,40,0,0
33278,16639,33279,3726,3767,2912657,0,0,1000,40,0,0
33279,16639,33278,3767,3726,27076343,1000,1,1000,40,0,0
33280,16640,33281,3726,3768,1148564,0,0,1000,40,0,1
33281,16640,33280,3768,3726,28840436,1000,1,1000,40,0,1
33282,16641,33283,3726,377,137021,0,0,1000,40,0,0
33283,16641,33282,377,3726,29851979,1000,1,1000,40,0,1
33284,16642,33285,94,3726,1529647,1000,1,1000,40,0,1
33285,16642,33284,3726,94,28459353,0,0,1000,40,0,0
33286,16643,33287,3726,2803,1643492,0,0,1000,40,0,0
33287,16643,33286,2803,3726,28344508,1000,1,1000,40,0,0
33288,16644,33289,3726,267,1427837,0,0,1000,40,0,1
33289,16644,33288,267,3726,28560163,1000,1,1000,40,0,0
33290,16645,33291,3726,481,2211400,0,0,1000,40,0,0
33291,16645,33290,481,3726,27775600,1000,1,1000,40,0,1
33292,16646,33293,3726,211,2469338,0,0,1000,40,0,0
33293,16646,33292,211,3726,27517662,1000,1,1,40,0,0
33294,16647,33295,3726,3283,467934,0,0,1000,40,0,0
33295,16647,33294,3283,3726,29519066,0,0,1000,40,0,0
33296,16648,33297,3726,222,2267549,0,0,1000,40,0,0
33297,16648,33296,222,3726,27718451,1000,990,1000,72,0,1
33298,16649,33299,440,3726,1235841,1000,1,1000,40,0,0
33299,16649,33298,3726,440,28750159,0,0,1000,40,0,0
33300,16650,33301,3754,177,87090654,100000,10,1000,40,0,0
33301,16650,33300,177,3754,1112909346,1000,100,1,144,0,0
33302,16651,33303,1940,2944,43498925,1000,100,1000,40,0,0
33303,16651,33302,2944,1940,956501075,1000,1,1000,40,0,0
33304,16652,33305,3726,434,2304680,0,0,1000,40,0,0
33305,16652,33304,434,3726,27680320,1000,1,1000,40,0,1
33306,16653,33307,3726,2560,1370996,0,0,1000,40,0,0
33307,16653,33306,2560,3726,28614004,1000,1,1000,40,0,0
33308,16654,33309,1660,3726,648977,0,0,1,144,0,0
33309,16654,33308,3726,1660,29335023,0,0,1000,40,0,1
33310,16655,33311,3726,2216,1628927,0,0,1000,40,0,0
33311,16655,33310,2216,3726,28355073,1000,1,1,40,0,0
33312,16656,33313,3769,3431,240267,1000,1,1000,40,0,1
33313,16656,33312,3431,3769,28672733,1000,1,1000,40,0,1
33314,16657,33315,2388,3726,2729968,1000,1,1,40,0,1
33315,16657,33314,3726,2388,27254032,0,0,1000,40,0,0
33316,16658,33317,3726,594,1861695,0,0,1000,40,0,1
33317,16658,33316,594,3726,28122305,1000,1,1,40,0,1
33318,16659,33319,3726,628,1608969,0,0,1000,40,0,0
33319,16659,33318,628,3726,28963031,1000,1,1000,40,0,0
33320,16660,33321,3735,3519,8707399,1000,1,1000,40,0,0
33321,16660,33320,3519,3735,991292601,1000,1,1000,40,0,0
33322,16661,33323,3726,3632,2205618,0,0,1000,40,0,0
33323,16661,33322,3632,3726,28367382,1000,1,1,40,0,0
33324,16662,33325,1259,330,4285766,1000,1,0,40,0,0
33325,16662,33324,330,1259,115266234,1000,10,1000,34,0,0
33326,16663,33327,3726,21,535777,0,0,1000,40,0,0
33327,16663,33326,21,3726,30037223,1000,1,1000,40,0,2
33328,16664,33329,3726,1818,2889777,0,0,1000,40,0,0
33329,16664,33328,1818,3726,27683223,1000,1,1000,40,0,0
33330,16665,33331,3726,1129,952549,0,0,1000,40,0,0
33331,16665,33330,1129,3726,29027451,1000,1,1,40,0,0
33332,16666,33333,101,3556,47870039,1000,1,1000,40,0,0
33333,16666,33332,3556,101,432129961,1000,19,1000,40,0,0
33334,16667,33335,217,2944,93960411,1000,1,1000,40,0,0
33335,16667,33334,2944,217,906039589,1000,1,1000,40,0,0
33336,16668,33337,1941,3726,2270571,1000,1,1,40,0,1
33337,16668,33336,3726,1941,27708429,0,0,1000,40,0,0
33338,16669,33339,3726,3538,468026,0,0,1000,40,0,0
33339,16669,33338,3538,3726,27085974,1000,1,1000,40,0,0
33340,16670,33341,3770,977,303843385,1000,1,1000,40,0,2
33341,16670,33340,977,3770,4696156615,849,489,1000,40,0,2
33342,16671,33343,3771,2944,25617477,1000,1,1,40,0,3
33343,16671,33342,2944,3771,974382523,1000,1,1000,40,0,3
33344,16672,33345,3726,2797,2606834,0,0,1000,40,0,1
33345,16672,33344,2797,3726,27371166,1000,1,1000,40,0,0
33346,16673,33347,2944,1731,35712155,1000,1,1000,40,0,0
33347,16673,33346,1731,2944,714287845,1000,1,1,40,0,0
33348,16674,33349,54,3689,19315773,1000,1,1,40,0,0
33349,16674,33348,3689,54,254421227,1000,1,1000,40,0,0
33350,16675,33351,468,2944,49614763,1000,1,1000,40,0,0
33351,16675,33350,2944,468,950385237,1000,1,1000,40,0,0
33352,16676,33353,3048,177,382741584,1000,1,1000,40,0,0
33353,16676,33352,177,3048,3817258416,1000,100,1,144,0,0
33354,16677,33355,95,3726,1819302,1000,1,1000,40,0,0
33355,16677,33354,3726,95,28741698,0,0,1000,40,0,0
33356,16678,33357,3726,1438,2702891,0,0,1000,40,0,0
33357,16678,33356,1438,3726,27854109,1000,1,1,40,0,0
33358,16679,33359,3726,1419,1809041,0,0,1000,40,0,0
33359,16679,33358,1419,3726,28747959,1000,1,1000,40,0,1
33360,16680,33361,3726,376,1078198,0,0,1000,40,0,0
33361,16680,33360,376,3726,29477802,1000,1,1,40,0,0
33362,16681,33363,3726,139,1739824,0,0,1000,40,0,0
33363,16681,33362,139,3726,28811176,1000,1,1000,40,0,0
33364,16682,33365,3726,2087,25739,0,0,1000,40,0,0
33365,16682,33364,2087,3726,30523261,1000,1,1,40,0,0
33366,16683,33367,3726,621,3289288,0,0,1000,40,0,0
33367,16683,33366,621,3726,28153712,1000,1,1000,40,0,2
33368,16684,33369,3726,360,1214097,0,0,1000,40,0,0
33369,16684,33368,360,3726,26403903,1000,1,1000,40,0,0
33370,16685,33371,3726,2427,1294397,0,0,1000,40,0,0
33371,16685,33370,2427,3726,30146603,2000,2000,1000,40,0,0
33372,16686,33373,3726,150,1241951,0,0,1000,40,0,0
33373,16686,33372,150,3726,30600049,99,1,1000,144,0,0
33374,16687,33375,349,1808,449913,1,1,1000,144,0,0
33375,16687,33374,1808,349,34439087,1000,1,1,40,0,0
33376,16688,33377,1808,344,2103765,1000,1,1,40,0,0
33377,16688,33376,344,1808,37261235,1,1,1000,144,0,0
33378,16689,33379,3726,332,466844,0,0,1000,40,0,2
33379,16689,33378,332,3726,31840156,1,1,1000,144,0,3
33380,16690,33381,3726,2218,1898005,0,0,1000,40,0,0
33381,16690,33380,2218,3726,28084995,1000,1000,1000,40,0,1
33382,16691,33383,3726,3169,458534,0,0,1000,40,0,0
33383,16691,33382,3169,3726,29525466,1000,1,1,40,0,0
33384,16692,33385,3726,2558,292197,0,0,1000,40,0,1
33385,16692,33384,2558,3726,29691803,1000,1,1000,40,0,0
33386,16693,33387,3726,820,2508303,0,0,1000,40,0,0
33387,16693,33386,820,3726,27136697,1000,1,1000,40,0,0
33388,16694,33389,3431,3621,4100601,1000,1,1000,40,0,0
33389,16694,33388,3621,3431,115226399,1000,1,1000,40,0,0
33390,16695,33391,3726,622,2067854,0,0,1000,40,0,0
33391,16695,33390,622,3726,27577146,1000,1,1000,40,0,0
33392,16696,33393,3726,27,1807523,0,0,1000,40,0,0
33393,16696,33392,27,3726,28176477,1000,1,1000,40,0,0
33394,16697,33395,151,3772,34730267,2,0,1,144,0,0
33395,16697,33394,3772,151,465269733,1000,1,1000,40,0,0
33396,16698,33397,3660,3726,5895,1000,1,1,40,0,1
33397,16698,33396,3726,3660,29978105,0,0,1000,40,0,0
33398,16699,33399,3726,3773,2932499,0,0,1000,40,0,0
33399,16699,33398,3773,3726,27051501,1000,1,1,40,0,0
33400,16700,33401,410,2515,44241893,1000,1,0,40,0,0
33401,16700,33400,2515,410,956742107,1999,299,1000,14,0,0
33402,16701,33403,431,3726,2162543,1000,1,1000,40,0,0
33403,16701,33402,3726,431,27821457,0,0,1000,40,0,1
33404,16702,33405,3726,2524,77875,0,0,1000,40,0,0
33405,16702,33404,2524,3726,25477125,1000,1,1000,40,0,0
33406,16703,33407,2398,3637,285023689,1000,1,1,40,0,0
33407,16703,33406,3637,2398,2714976311,500,10,1000,40,0,0
33408,16704,33409,1073,3772,6186823,1000,1,1,40,0,0
33409,16704,33408,3772,1073,61234177,1000,1,1000,40,0,0
33410,16705,33411,3774,46,3089631,1000,1,1000,40,0,3
33411,16705,33410,46,3774,49414369,1000,1,1000,40,0,3
33412,16706,33413,3701,513,30913297,1000,1,1000,40,0,1
33413,16706,33412,513,3701,968781703,10000,5000,1000,40,0,1
33414,16707,33415,139,107,512005568,1000,1,1000,40,0,0
33415,16707,33414,107,139,14462810432,1000,1,1,40,0,0
33416,16708,33417,3115,1783,1750198,1000,1,1000,40,0,1
33417,16708,33416,1783,3115,348249802,10,10,1,30,0,0
33418,16709,33419,2427,263,904024783,2000,2000,1000,40,0,0
33419,16709,33418,263,2427,8595975217,1000,1,1000,40,0,0
33420,16710,33421,2320,3775,24372051,1000,1,1000,40,0,0
33421,16710,33420,3775,2320,475627949,1000,1,1000,40,0,1
33422,16711,33423,2120,77,51363510,1000,1,1000,40,0,0
33423,16711,33422,77,2120,492781490,1000,1700,1,30,0,0
33424,16712,33425,468,1920,48107548,1000,1,1000,40,0,1
33425,16712,33424,1920,468,898537452,1000,1,1000,80,0,0
33426,16713,33427,2427,326,451035084,2000,2000,1000,40,0,0
33427,16713,33426,326,2427,16326179916,1,1,1000,144,0,1
33428,16714,33429,2427,3164,1151056048,2000,2000,1000,40,0,0
33429,16714,33428,3164,2427,15626158952,5000,1000,1000,200,0,0
33430,16715,33431,2427,334,138522484,2000,2000,1000,40,0,0
33431,16715,33430,334,2427,1539177516,1,1,1000,144,0,0
33432,16716,33433,1205,347,639975743,0,0,1000,25,0,0
33433,16716,33432,347,1205,10755329257,1,1,1000,144,0,0
33434,16717,33435,3674,3519,355423225,1000,10,1,14,0,0
33435,16717,33434,3519,3674,4644576775,1000,1,1000,40,0,0
33436,16718,33437,3720,3519,319382394,1000,10,1,14,0,0
33437,16718,33436,3519,3720,4680617606,1000,1,1000,40,0,0
33438,16719,33439,54,3152,14191327,1000,1,0,40,0,1
33439,16719,33438,3152,54,279981673,1000,10,1000,34,0,0
33440,16720,33441,621,3753,782468,1000,1,1000,40,0,0
33441,16720,33440,3753,621,59217532,1000,1,1000,40,0,0
33442,16721,33443,1351,3231,172958324,1000,100,1000,40,0,0
33443,16721,33442,3231,1351,5774591676,1000,1,1000,40,0,0
33444,16722,33445,76,3231,470383180,1000,1,1,40,0,0
33445,16722,33444,3231,76,5464040820,1000,1,1000,40,0,0
33446,16723,33447,3726,221,1468615,0,0,1000,40,0,2
33447,16723,33446,221,3726,23834385,1000,1,1000,40,0,0
33448,16724,33449,76,3231,3062291,1000,1,1,40,0,0
33449,16724,33448,3231,76,246937709,1000,1,1000,40,0,0
33450,16725,33451,2427,343,238227885,2000,2000,1000,40,0,0
33451,16725,33450,343,2427,9761772115,1,1,1000,144,0,0
33452,16726,33453,3726,1240,1317738,0,0,1000,40,0,0
33453,16726,33452,1240,3726,23983262,1000,1,1000,40,0,1
33454,16727,33455,3726,64,75655,0,0,1000,40,0,0
33455,16727,33454,64,3726,25220345,1000,5,1,40,0,0
33456,16728,33457,3726,1821,2208083,0,0,1000,40,0,0
33457,16728,33456,1821,3726,23087917,1000,1,1000,40,0,0
33458,16729,33459,3726,3775,2057226,0,0,1000,40,0,2
33459,16729,33458,3775,3726,23953774,1000,1,1000,40,0,0
33460,16730,33461,3776,1474,1898307,1000,1,1000,40,0,2
33461,16730,33460,1474,3776,48804693,1,1,1000,144,0,2
33462,16731,33463,326,3626,10802633,1,1,1000,144,0,0
33463,16731,33462,3626,326,989197367,10,1,1000,40,0,0
33464,16732,33465,3726,2006,957940,0,0,1000,40,0,0
33465,16732,33464,2006,3726,24327060,1000,1,1000,40,0,0
33466,16733,33467,3052,3726,1477107,1000,198,1000,40,0,0
33467,16733,33466,3726,3052,24531893,0,0,1000,40,0,0
33468,16734,33469,2087,3753,1757144,1000,1,1,40,0,0
33469,16734,33468,3753,2087,58242856,1000,1,1000,40,0,0
33470,16735,33471,3726,2260,1558784,0,0,1000,40,0,0
33471,16735,33470,2260,3726,24443216,1000,1,1,40,0,0
33472,16736,33473,3726,2505,709597,0,0,1000,40,0,0
33473,16736,33472,2505,3726,25288403,1000,1000,1000,40,0,1
33474,16737,33475,2087,77,106660025,1000,1,1000,40,0,0
33475,16737,33474,77,2087,993339975,1000,1700,1000,30,0,1
33476,16738,33477,3726,1034,1929245,0,0,1000,40,0,0
33477,16738,33476,1034,3726,25377755,1000,1,1,40,0,0
33478,16739,33479,3726,1431,1506278,0,0,1000,40,0,0
33479,16739,33478,1431,3726,25797722,1000,1,1000,40,0,0
33480,16740,33481,54,3754,47318145,1000,1,1000,40,0,0
33481,16740,33480,3754,54,1152681855,100000,10,1000,40,0,0
33482,16741,33483,3726,3105,913845,0,0,1000,40,0,0
33483,16741,33482,3105,3726,26379155,1000,1,1000,40,0,0
33484,16742,33485,1816,3449,443324781,1000,10,1,14,0,0
33485,16742,33484,3449,1816,4556675219,1000,35,1000,40,0,0
33486,16743,33487,3726,3717,1715115,0,0,1000,40,0,0
33487,16743,33486,3717,3726,25576885,1000,1,1000,40,0,0
33488,16744,33489,46,3269,1060650838,1000,1,1,40,0,0
33489,16744,33488,3269,46,12189349162,1000,1,1000,40,0,0
33490,16745,33491,1737,909,186786272,1000,1,1000,40,0,0
33491,16745,33490,909,1737,1813213728,10000,2500,1000,4,0,0
33492,16746,33493,2687,1284,53364163,1000,10,1000,144,0,0
33493,16746,33492,1284,2687,4100352837,100,200,1000,40,0,0
33494,16747,33495,160,2405,1526606,490,10,1,14,0,0
33495,16747,33494,2405,160,98473394,1000,1,1000,40,0,0
33496,16748,33497,3674,2558,3271519,1000,10,1,14,0,0
33497,16748,33496,2558,3674,46728481,1000,1,1000,40,0,0
33498,16749,33499,1436,3334,163790776,1000,2500,1000,40,0,0
33499,16749,33498,3334,1436,16613424224,1000,450,1000,40,0,0
33500,16750,33501,2120,3777,87725766,1000,1,1000,40,0,0
33501,16750,33500,3777,2120,912274234,988,1,1000,40,0,0
33502,16751,33503,276,3164,301932970,92,1675,1000,42,0,0
33503,16751,33502,3164,276,16475282030,5000,1000,1000,200,0,0
33504,16752,33505,3708,150,14044121,20,71,1000,40,0,0
33505,16752,33504,150,3708,485955879,99,1,1000,144,0,0
33506,16753,33507,46,1320,2433511,1000,1,1,40,0,0
33507,16753,33506,1320,46,191180489,1000,1,1000,40,0,0
33508,16754,33509,3726,3708,184424,0,0,1000,40,0,0
33509,16754,33508,3708,3726,27103576,20,654,1000,40,0,1
33510,16755,33511,3726,290,480304,0,0,1000,40,0,0
33511,16755,33510,290,3726,26807696,1000,555,1000,144,0,0
33512,16756,33513,2119,3726,1091416,1000,1,1000,40,0,0
33513,16756,33512,3726,2119,26197584,0,0,1000,40,0,0
33514,16757,33515,3726,2997,2222010,0,0,1000,40,0,2
33515,16757,33514,2997,3726,25067990,1000,1,1000,40,0,1
33516,16758,33517,54,3726,23133588,1000,1,1,40,0,3
33517,16758,33516,3726,54,208080412,0,0,1000,40,0,3
33518,16759,33519,349,3778,3344836,1,1,1000,144,0,0
33519,16759,33518,3778,349,296655164,1000,1,1000,40,0,3
33520,16760,33521,3726,156,2538713,0,0,1000,40,0,0
33521,16760,33520,156,3726,24742287,1000,1,1000,40,0,0
33522,16761,33523,2605,3726,793238,1000,1,1000,40,0,0
33523,16761,33522,3726,2605,26487762,0,0,1000,40,0,0
33524,16762,33525,3726,2782,2472752,0,0,1000,40,0,0
33525,16762,33524,2782,3726,24811248,100,1,1,10,0,0
33526,16763,33527,3726,241,1233692,0,0,1000,40,0,0
33527,16763,33526,241,3726,26049308,1000,1,1000,40,0,0
33528,16764,33529,3726,8,1592852,0,0,1000,40,0,0
33529,16764,33528,8,3726,25153148,200,1,1000,40,0,1
33530,16765,33531,46,3206,166544547,1000,1,1,40,0,4
33531,16765,33530,3206,46,15484947453,1000,1,1000,40,0,3
33532,16766,33533,265,3779,26739313,10000,5000,1000,144,0,1
33533,16766,33532,3779,265,655312687,1000,1,1000,40,0,2
33534,16767,33535,561,1855,945567,1000,1,1,40,0,0
33535,16767,33534,1855,561,330431433,1000,1,1000,40,0,0
33536,16768,33537,1777,1855,13651665,1000,100,1000,40,0,0
33537,16768,33536,1855,1777,325748335,1000,1,1000,40,0,0
33538,16769,33539,220,3780,45666308,500,10,1000,30,0,1
33539,16769,33538,3780,220,454333692,225,10,1000,40,0,1
33540,16770,33541,177,3781,355423647,1000,100,1,144,0,1
33541,16770,33540,3781,177,5644576353,68000,1,1000,40,0,0
33542,16771,33543,2430,3743,953387164,1000,100,1000,75,0,0
33543,16771,33542,3743,2430,15823612836,1000,487,1000,40,0,0
33544,16772,33545,3782,3743,579031959,1000,1,1,40,0,0
33545,16772,33544,3743,3782,16198006041,1000,487,1000,40,0,0
33546,16773,33547,139,3743,118849493,1000,1,1000,40,0,0
